id,status,attempt_count,max_attempts,started_at,completed_at,failed_at,error_code,audit_id
c6c3dfaf-b212-48d1-89d2-845d4be3135f,completed,2,2,2026-08-22T15:21:32.784Z,2026-08-22T15:22:03.264Z,,,dd3ce7e1-84ce-4ec0-ae63-8172a16c7ae0
